1,ocaudill0,Soccer
2,ocaudill0,Basketball
7,ocaudill0,Running
5,ocaudill0,Tennis
3,ocaudill0,Football
3,rwalker0,Football
0,mhughey2,Powerlifting
1,mhughey2,Soccer
3,mhughey2,Football
5,mhughey2,Tennis
4,jcarson9,Badminton
6,jcarson9,Table Tennis
5,gdrain6,Tennis
1,gdrain6,Soccer
8,gdrain6,Cycling
1,kyork3,Soccer
3,kyork3,Football
6,kyork3,Table Tennis
7,rwilliams4,Running
4,rwilliams4,Badminton
5,rwilliams4,Tennis
4,rmendez9,Badminton
7,cbowen3,Running
4,dgutierrez9,Badminton
8,dgutierrez9,Cycling
2,dgutierrez9,Basketball
6,mvolz4,Table Tennis
5,pwhite4,Tennis
6,pwhite4,Table Tennis
2,pwhite4,Basketball
7,akeagle2,Running
2,akeagle2,Basketball
7,rpeterson6,Running
2,rpeterson6,Basketball
4,rpeterson6,Badminton
3,jsledge2,Football
0,gjetton9,Powerlifting
6,gjetton9,Table Tennis
8,gjetton9,Cycling
1,dharris0,Soccer
3,dharris0,Football
6,dharris0,Table Tennis
0,dharris0,Powerlifting
5,dharris0,Tennis
7,whunsicker9,Running
1,whunsicker9,Soccer
0,whunsicker9,Powerlifting
2,whunsicker9,Basketball
8,whunsicker9,Cycling
1,kstarkey2,Soccer
0,kstarkey2,Powerlifting
4,lpuryear3,Badminton
3,lpuryear3,Football
1,lpuryear3,Soccer
7,lpuryear3,Running
4,fnorman3,Badminton
0,fnorman3,Powerlifting
3,fnorman3,Football
5,cchambers0,Tennis
1,cchambers0,Soccer
4,jmurray1,Badminton
6,jmurray1,Table Tennis
1,jmurray1,Soccer
6,lconnor6,Table Tennis
8,lconnor6,Cycling
1,gsanders1,Soccer
0,gsanders1,Powerlifting
4,kcagle8,Badminton
8,kcagle8,Cycling
7,kcagle8,Running
2,jrussey0,Basketball
3,jrussey0,Football
4,jrussey0,Badminton
1,jrussey0,Soccer
7,gcase7,Running
5,gcase7,Tennis
2,gcase7,Basketball
0,gcase7,Powerlifting
1,gcase7,Soccer
7,jcunningham3,Running
2,jcunningham3,Basketball
5,jcunningham3,Tennis
0,jcunningham3,Powerlifting
6,rcampbell9,Table Tennis
8,rcampbell9,Cycling
5,rcampbell9,Tennis
0,rcameron6,Powerlifting
0,tmark7,Powerlifting
1,tmark7,Soccer
4,tmark7,Badminton
6,tmark7,Table Tennis
2,nherman3,Basketball
4,nherman3,Badminton
0,nherman3,Powerlifting
7,hrobertson0,Running
4,hrobertson0,Badminton
0,hrobertson0,Powerlifting
8,hrobertson0,Cycling
0,jsteward6,Powerlifting
5,jsteward6,Tennis
6,jsteward6,Table Tennis
3,jsteward6,Football
1,blopez5,Soccer
4,blopez5,Badminton
4,jroman3,Badminton
5,jroman3,Tennis
7,cguidry5,Running
8,tmiller4,Cycling
0,tmiller4,Powerlifting
4,tmiller4,Badminton
6,jmaeda3,Table Tennis
2,jmaeda3,Basketball
4,jmaeda3,Badminton
3,jmaeda3,Football
4,jpratt5,Badminton
3,jpratt5,Football
8,jpratt5,Cycling
1,jpratt5,Soccer
3,asimmons2,Football
7,asimmons2,Running
1,asimmons2,Soccer
4,asimmons2,Badminton
2,rpatel8,Basketball
2,rpearson1,Basketball
6,rpearson1,Table Tennis
8,rpearson1,Cycling
6,gblount6,Table Tennis
7,gblount6,Running
1,gblount6,Soccer
4,gblount6,Badminton
5,sanguiano6,Tennis
7,sanguiano6,Running
1,sanguiano6,Soccer
8,sanguiano6,Cycling
6,sanguiano6,Table Tennis
4,khardwick9,Badminton
1,khardwick9,Soccer
0,khardwick9,Powerlifting
6,mmoss2,Table Tennis
1,mmoss2,Soccer
3,mmoss2,Football
0,mmoss2,Powerlifting
7,esimmons9,Running
5,esimmons9,Tennis
1,esimmons9,Soccer
3,esimmons9,Football
6,colsen8,Table Tennis
0,colsen8,Powerlifting
7,colsen8,Running
1,mhicks0,Soccer
8,mhicks0,Cycling
2,mhicks0,Basketball
7,rmares5,Running
6,rmares5,Table Tennis
6,dhadley7,Table Tennis
4,dhadley7,Badminton
0,dhadley7,Powerlifting
0,sholmes5,Powerlifting
6,sholmes5,Table Tennis
1,sholmes5,Soccer
2,sholmes5,Basketball
5,ejacob4,Tennis
4,ejacob4,Badminton
2,ejacob4,Basketball
8,bfilgo1,Cycling
5,bfilgo1,Tennis
2,bfilgo1,Basketball
8,rflannagan0,Cycling
5,rflannagan0,Tennis
0,jabrams7,Powerlifting
4,jabrams7,Badminton
1,jabrams7,Soccer
3,kwood7,Football
0,kwood7,Powerlifting
1,kwood7,Soccer
8,kwood7,Cycling
2,sbaldwin3,Basketball
8,sbaldwin3,Cycling
6,sbaldwin3,Table Tennis
4,sbaldwin3,Badminton
8,ccogswell4,Cycling
3,ccogswell4,Football
5,ccogswell4,Tennis
0,ccogswell4,Powerlifting
6,ccogswell4,Table Tennis
2,mmorales8,Basketball
0,mmorales8,Powerlifting
7,mmorales8,Running
6,bdoering4,Table Tennis
4,bdoering4,Badminton
0,bdoering4,Powerlifting
2,dfederick2,Basketball
6,dfederick2,Table Tennis
6,amontgomery3,Table Tennis
5,amontgomery3,Tennis
7,amontgomery3,Running
1,amontgomery3,Soccer
3,ecrump0,Football
5,ecrump0,Tennis
0,ecrump0,Powerlifting
7,lfleek5,Running
2,rmeza0,Basketball
0,rmeza0,Powerlifting
3,rmeza0,Football
5,rmeza0,Tennis
6,yknudson3,Table Tennis
2,yknudson3,Basketball
2,thubert4,Basketball
4,thubert4,Badminton
1,thubert4,Soccer
7,thubert4,Running
6,thubert4,Table Tennis
8,aarredondo5,Cycling
1,aarredondo5,Soccer
7,aarredondo5,Running
2,aarredondo5,Basketball
5,aarredondo5,Tennis
8,nguidry8,Cycling
4,msimpson8,Badminton
5,msimpson8,Tennis
8,msimpson8,Cycling
3,msimpson8,Football
4,cligon0,Badminton
7,cligon0,Running
4,dhelgeson5,Badminton
6,dhelgeson5,Table Tennis
2,jjones4,Basketball
4,jjones4,Badminton
0,msosa2,Powerlifting
8,msosa2,Cycling
7,msosa2,Running
4,msosa2,Badminton
2,amabry3,Basketball
0,amabry3,Powerlifting
6,amabry3,Table Tennis
6,tli5,Table Tennis
0,tli5,Powerlifting
4,tli5,Badminton
5,rcollins7,Tennis
7,rkuhls4,Running
2,mlooney6,Basketball
4,mlooney6,Badminton
7,dsimkins0,Running
1,crhoades5,Soccer
8,crhoades5,Cycling
3,gsauceda1,Football
1,gsauceda1,Soccer
2,gsauceda1,Basketball
4,gsauceda1,Badminton
0,gsauceda1,Powerlifting
7,rbaker2,Running
8,rbaker2,Cycling
3,rbaker2,Football
7,chalvorson5,Running
1,chalvorson5,Soccer
8,chalvorson5,Cycling
0,chalvorson5,Powerlifting
0,bcamargo3,Powerlifting
6,bcamargo3,Table Tennis
0,tdelung7,Powerlifting
3,tdelung7,Football
6,tdelung7,Table Tennis
2,rsmith7,Basketball
0,rsmith7,Powerlifting
